default_code;Nom;Catégorie;Fournisseur;Prix fournisseur;Qté Fournisseur;peut être acheté;peut être vendu;Coût;poids;volume;Format;Type d'article;Référence externe;tag
EMETF0100901;Etiquette R° récupérer 500ml 200x35mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / HELE;Création Graphik;80,14;300;VRAI;;0,27;;;Bobine;Article stockable;;

EMETF0100902;Etiquette R° renforcer 500ml 200x35mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / HELE;Création Graphik;80,14;300;VRAI;;0,27;;;Bobine;Article stockable;;

EMETF0100903;Etiquette R° échauffer 500ml 200x35mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / HELE;Création Graphik;80,14;300;VRAI;;0,27;;;Bobine;Article stockable;;

EMETF0100904;Etiquette R° soulager 500ml 200x35mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / HELE;Création Graphik;80,14;300;VRAI;;0,27;;;Bobine;Article stockable;;

EMETF0100905;Etiquette R°V° anti démangeaison 40x60mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / HELE;Création Graphik;286,31;1000;VRAI;;0,286;;;Bobine;Article stockable;;

;;;;334,19;2000;;;;;;Bobine;Article stockable;;

EMETF0100906;Etiquette R°V° silorliquide 65x70mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / HELE;Création Graphik;314,29;1000;VRAI;;0,314;;;Bobine;Article stockable;;

;;;;377,15;2000;;;;;;Bobine;Article stockable;;

EMETF0100907;Etiquette R° gel hydroalcoolique 500ml 130x35mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / HELE;Création Graphik;203,38;500;VRAI;;0,407;;;Bobine;Article stockable;;

;;;;;;;;;;;;;;

EMETF0100908;Etiquettes R°V° hydrasil 40x100mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / Cosmétiques Emeraude;Création Graphik;950,6;1000;VRAI;;0,951;;;Bobine;Article stockable;;

;;;;1087,8;2000;;;;;;Bobine;Article stockable;;

EMETF0100909;Etiquettes R°V° booster serum 40x70mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / Cosmétiques Emeraude;Création Graphik;896;1000;VRAI;;0,896;;;Bobine;Article stockable;;

;;;;989;2000;;;;;;Bobine;Article stockable;;

EMETF0100910;Etiquettes R°V° booster serum 35x40mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / Cosmétiques Emeraude;Création Graphik;935,2;1000;VRAI;;0,935;;;Bobine;Article stockable;;

;;;;982,8;2000;;;;;;Bobine;Article stockable;;

EMETF0100911;Etiquettes R°V° anti âge 40x100mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / Cosmétiques Emeraude;Création Graphik;950,6;1000;VRAI;;0,951;;;Bobine;Article stockable;;

;;;;1087,8;2000;;;;;;Bobine;Article stockable;;

EMETF0100912;Etiquettes R°V° crème jour 40x100mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / Cosmétiques Emeraude;Création Graphik;950,6;1000;VRAI;;0,951;;;Bobine;Article stockable;;

;;;;1087,8;2000;;;;;;Bobine;Article stockable;;

EMETF0100913;Etiquettes R°V° crème nuit 40x100mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / Cosmétiques Emeraude;Création Graphik;950,6;1000;VRAI;;0,951;;;Bobine;Article stockable;;

;;;;1087,8;2000;;;;;;Bobine;Article stockable;;

EMETF0100914;Etiquettes R°V° gommage 40x70mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / Cosmétiques Emeraude;Création Graphik;896;1000;VRAI;;0,896;;;Bobine;Article stockable;;

;;;;989;2000;;;;;;Bobine;Article stockable;;

EMETF0100915;Etiquettes R°V° lait démaquillant 45x95mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / Cosmétiques Emeraude;Création Graphik;904,3;1000;VRAI;;0,904;;;Bobine;Article stockable;;

;;;;986,78;2000;;;;;;Bobine;Article stockable;;

EMETF0100916;Etiquettes R°V° lait corps 45x95mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / Cosmétiques Emeraude;Création Graphik;896;1000;VRAI;;0,904;;;Bobine;Article stockable;;

;;;;989;2000;;;;;;Bobine;Article stockable;;

EMETF0100917;Etiquettes R°V° lotion 40x70mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / Cosmétiques Emeraude;Création Graphik;896;1000;VRAI;;0,896;;;Bobine;Article stockable;;

;;;;989;2000;;;;;;Bobine;Article stockable;;

EMETF0100918;Etiquettes R°V° mousse 70x70mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / Cosmétiques Emeraude;Création Graphik;907,2;1000;VRAI;;0,907;;;Bobine;Article stockable;;

;;;;1019,2;2000;;;;;;Bobine;Article stockable;;

EMETF0100919;Etiquettes R°V° masque 50x70mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / Cosmétiques Emeraude;Création Graphik;1024,8;1000;VRAI;;1,025;;;Bobine;Article stockable;;

;;;;1148;2000;;;;;;Bobine;Article stockable;;

EMETF0100920;Etiquettes R°V° crème réparatrice 40x70mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / Cosmétiques Emeraude;Création Graphik;896;1000;VRAI;;0,896;;;Bobine;Article stockable;;

;;;;989;2000;;;;;;Bobine;Article stockable;;

EMETF0100921;Etiquettes R°V° shampooing 65x140mm;All / Fournisseurs / Emballages / Création Graphik / Etiquettes / Cosmétiques Emeraude;Création Graphik;479,77;1000;VRAI;;0,48;;;Bobine;Article stockable;;

;;;;646,95;2000;;;;;;;Article stockable;;

EMBTF0101001;Boite anti démangeasion 48x114x35mm;All / Fournisseurs / Emballages / Antoli / Boites / HELE;ANTOLI;1024;2500;VRAI;;0,4;;;Carton;Article stockable;;

;;;;;;;;;;;;;;

;Boite hydrasil 48x150x41mm;All / Fournisseurs / Emballages ;;400;1000;VRAI;;0,4;;;Carton;Article stockable;;

;Boite Booster sérum 48x114x35mm;All / Fournisseurs / Emballages ;;400;1000;VRAI;;0,4;;;Carton;Article stockable;;

;Boite Contour des yeux 48x114x35mm;All / Fournisseurs / Emballages ;;400;1000;VRAI;;0,4;;;Carton;Article stockable;;

;Boite Crème anti âge 48x150x41mm;All / Fournisseurs / Emballages ;;400;1000;VRAI;;0,4;;;Carton;Article stockable;;

;Boite Crème estheressence jour 48x150x41mm;All / Fournisseurs / Emballages ;;400;1000;VRAI;;0,4;;;Carton;Article stockable;;

;Boite Crème estheressence nuit 48x150x41mm;All / Fournisseurs / Emballages ;;400;1000;VRAI;;0,4;;;Carton;Article stockable;;

;Boite Gommage visage 48x150x41mm;All / Fournisseurs / Emballages ;;400;1000;VRAI;;0,4;;;Carton;Article stockable;;

;Boite Masque énergétique 48x150x41mm;All / Fournisseurs / Emballages ;;400;1000;VRAI;;0,4;;;Carton;Article stockable;;
